text,Label,Language
photographer khe sabo sa,code-mix,English-Kokborok
omohai hero giri phunukna bagwi no concert organized khlai jak o,code-mix,English-Kokborok
rang de kwlaijak mano search khlaidi,code-mix,English-Kokborok
rang kwlaijak mapho mangno if we search,code-mix,English-Kokborok
rang kwlaijak mangpho sabo ni jani anyone,code-mix,English-Kokborok
kindly post the programme tini ni besing o no,code-mix,English-Kokborok
kisa tough tongdi blood bank officers rok bai,code-mix,English-Kokborok
ani request kisa wait khlaidi may be it will get done soon,code-mix,English-Kokborok
i have something to discuss kisa phailai di tini ang oro,code-mix,English-Kokborok
december ni health camp ni bagui tamo khlainai,code-mix,English-Kokborok
health camp makhlai nai ble,code-mix,English-Kokborok
para para o thang ya health camp khlaina muchung o,code-mix,English-Kokborok
para para o thang ya health camp makhlainai,code-mix,English-Kokborok
health camp nangwi tongkha chini para o,code-mix,English-Kokborok
health camp khlaina nangtong kha chung,code-mix,English-Kokborok
kisa plan lalaikhe chanai about the health camp,code-mix,English-Kokborok
kisa decision khlai kha chanai what to do,code-mix,English-Kokborok
tamo ni asuk baluk kha sa what is going on,code-mix,English-Kokborok
hor kaham jotono sweet dreams,code-mix,English-Kokborok
o system khaino derasiwo,code-mix,English-Kokborok
o system behai kha run khai,code-mix,English-Kokborok
o system no run khlaina nai ang rwngya,code-mix,English-Kokborok
o system work khlaiya ble,code-mix,English-Kokborok
o system tamoni bagui work khlaiya sa,code-mix,English-Kokborok
o system tamoni work khlailiya sa,code-mix,English-Kokborok
i need to check tamo jani ongkha,code-mix,English-Kokborok
khaisa y able there are many,code-mix,English-Kokborok
norok ni wooden window colour phano rwkha chakha mung,code-mix,English-Kokborok
window ni colour tamo rekha chanai,code-mix,English-Kokborok
nini windows ni colour naithok liya ble,code-mix,English-Kokborok
windows ni colour kisa bright ongkha chakha mung,code-mix,English-Kokborok
kisa dark ongkha nini colour,code-mix,English-Kokborok
kisa bright naiwi nakha chakha mung,code-mix,English-Kokborok
nini doors ni colour kha tamo renai sa,code-mix,English-Kokborok
nini doors ni colour kisa bright colour redi,code-mix,English-Kokborok
wall o kha tamo colour renai,code-mix,English-Kokborok
wall ni colour kha white sa chao,code-mix,English-Kokborok
white bai blue no sa redi wall o,code-mix,English-Kokborok
ang khe white colour sa chajak o,code-mix,English-Kokborok
ang khe kisa dark blue sa chajak o,code-mix,English-Kokborok
ani khe kisa dark blue no rekha,code-mix,English-Kokborok
ani nokni colour kha white,code-mix,English-Kokborok
ani nokni colour kha white bai pink,code-mix,English-Kokborok
ani wife kha blue colour chajak o,code-mix,English-Kokborok
ani son kha yellow colour chajak o,code-mix,English-Kokborok
ang khe joto colour no chajak o,code-mix,English-Kokborok
any colour ja nwng chongmani no toibedi,code-mix,English-Kokborok
any thing as you like abo nono twibedi,code-mix,English-Kokborok
colour bo naithok na nango,code-mix,English-Kokborok
tini khainai ata i will informed you after that,code-mix,English-Kokborok
ang thauo train o sa,code-mix,English-Kokborok
nangya ata i have,code-mix,English-Kokborok
tini morning ni train bai mathangnai,code-mix,English-Kokborok
tini morning train bai thang mang glak,code-mix,English-Kokborok
evening train bai sa thanglai senai,code-mix,English-Kokborok
ang sokha nono informed khlainai,code-mix,English-Kokborok
ang sokya kho tabuk phono i will informed,code-mix,English-Kokborok
sokna naiha tai kisa little more,code-mix,English-Kokborok
okay bwswk ni bising o,code-mix,English-Kokborok
ok ang mangkhe sanai sure,code-mix,English-Kokborok
nwng tabuk agartala bo side dige tong,code-mix,English-Kokborok
hello dars kaham de tong,code-mix,English-Kokborok
tamo khai aro can you tell me,code-mix,English-Kokborok
last time buphuru thang mani,code-mix,English-Kokborok
nwng aro bo jaga o tong what is the name of the place,code-mix,English-Kokborok
coming days ni sal taibo tough ongnai kho,code-mix,English-Kokborok
coming days o tam obo ongnai kabo sawoi mang glak,code-mix,English-Kokborok
rent de na hostel de,code-mix,English-Kokborok
oh aro bwswk price rent ni,code-mix,English-Kokborok
bachwi boda tong with you,code-mix,English-Kokborok
nini job khe ambassa o da kho,code-mix,English-Kokborok
leave de na busuk days ni,code-mix,English-Kokborok
tamo manoi mang free of cost,code-mix,English-Kokborok
free cost mania pho,code-mix,English-Kokborok
hingkhe chwng jotono free gas supply manbai sinai,code-mix,English-Kokborok
ano khe alka yagnik bai gan thaisa rwchapnani scope rwkheno wngo,code-mix,English-Kokborok
okay ang rent ni information mangkhe nono inform khlainai,code-mix,English-Kokborok
churaibari ni ticket hingkha bono rikha,code-mix,English-Kokborok
ang no class four ni chakri rwdi,code-mix,English-Kokborok
brother kv no rikha tripura regiment ni chief of army,code-mix,English-Kokborok
brother pinku no rikha head of marriage department,code-mix,English-Kokborok
tai kunu department da baki tongkho,code-mix,English-Kokborok
tongkho tai kaisa i hope,code-mix,English-Kokborok
budhi sir bagui kaisa post narwkha,code-mix,English-Kokborok
tamo abo buino buino trophy bakjaknai department de ata,code-mix,English-Kokborok
tai fashion model department ni chief hingkhe bro kishore,code-mix,English-Kokborok
nono khe ani udc swnamsinai,code-mix,English-Kokborok
24 ni meeting swbarok attend khwlai tong,code-mix,English-Kokborok
ang kaisa kok sana muchungo chini borom gwnang leaders rokno,code-mix,English-Kokborok
free cost mana ta asadi,code-mix,English-Kokborok
free cost nono sobo renai,code-mix,English-Kokborok
free cost sa naiwoi tong kho nwng,code-mix,English-Kokborok
free ofcourse  nono ang renai,code-mix,English-Kokborok
free offcouse nono renai nwng tamo khlainai ba,code-mix,English-Kokborok
free offcouse le ang mang glak,code-mix,English-Kokborok
bini cost belaikhe no high,code-mix,English-Kokborok
kaham no as always nwng khe,code-mix,English-Kokborok
john abraham no sa sowoi tong kha ble,code-mix,English-Kokborok
ang le sajaknai kono words sa manliya,code-mix,English-Kokborok
low cast hingwi chung naiya,code-mix,English-Kokborok
chini eyes o jotono equal,code-mix,English-Kokborok
khwna ang magnifying glass paiwi nagra do,code-mix,English-Kokborok
ang le kisa doubt o tongo,code-mix,English-Kokborok
ang le doubt o tongo that you can read or not,code-mix,English-Kokborok
ang kisa doubt khai o nono,code-mix,English-Kokborok
could you read actually ang kisa doubt khai o,code-mix,English-Kokborok
ang tai kwchwng khe photo namaliya,code-mix,English-Kokborok
choshma nadi dakti nwng ata no translate khlairena hwngkhe,code-mix,English-Kokborok
nukliya tamo jani suikha really,code-mix,English-Kokborok
town ni simi joto pal khe thang lainai na,code-mix,English-Kokborok
saturday ni schedule time meeting bwswk o,code-mix,English-Kokborok
omole hinkhe bihik ni mobile bai no click khlai khana,code-mix,English-Kokborok
mora richard nung la khwna phainai da informed me,code-mix,English-Kokborok
hamya words pictures use ta khlaidi during group discussion,code-mix,English-Kokborok
keboni personal pictures rokno group o share ta khlaidi,code-mix,English-Kokborok
oro mail bo khlaiwi mano,code-mix,English-Kokborok
sak sakno serve khlairinani bagwiya,code-mix,English-Kokborok
group bai teibo closely gwdalnani muchwngkha nini sak sakno register khlaidi,code-mix,English-Kokborok
details rihorganw kisa ulo,code-mix,English-Kokborok
dara project ni topic tamo twi omo,code-mix,English-Kokborok
phaikaham brother anisha,code-mix,English-Kokborok
belai kheno hambai ang no group o dama bagwi,code-mix,English-Kokborok
internal exam choliwi tongo,code-mix,English-Kokborok
ata college o sa ang tabuk,code-mix,English-Kokborok
so khwna rogo ang collection ni bagwi ongkhornai,code-mix,English-Kokborok
hostel la habnai ang,code-mix,English-Kokborok
hostel o different state ni no tong pai o,code-mix,English-Kokborok
hostel o jotono tongo,code-mix,English-Kokborok
college gana rent tongo,code-mix,English-Kokborok
hostel hingkha college ni campus o,code-mix,English-Kokborok
hostel hingkha college campus bisingo boys hostel,code-mix,English-Kokborok
lamsogo phayung brother anish no bo haino,code-mix,English-Kokborok
lamsogo phayung aditya no bo,code-mix,English-Kokborok
please norok ni self introduction remaikha chanai,code-mix,English-Kokborok
self introduction kisa relai kha chanai,code-mix,English-Kokborok
kisa sak sak no self introduction khaidi please,code-mix,English-Kokborok
facebook page o update khlaidi detal o,code-mix,English-Kokborok
this is our nature chung kaham khe sawoi mangno,code-mix,English-Kokborok
please not like that haiya kho,code-mix,English-Kokborok
dictionary o kwrwi ble,code-mix,English-Kokborok
i got the answer thank you mwito khwlaima bagoi,code-mix,English-Kokborok
norokni contribution tei commitment ni bagwi success ongkha,code-mix,English-Kokborok
passbook o swift code hingwi suijak rok de tong,code-mix,English-Kokborok
google mama wngyakhe branch o visit khlaidi,code-mix,English-Kokborok
omorokno tuiwi saboni tamo views tong,code-mix,English-Kokborok
omoni bagwi nangmani rang puisa rok group ni members rok sabo bwswk rwnani muchwng rewi mano,code-mix,English-Kokborok
mixed tah hinu,code-mix,English-Kokborok
jotto da nature vs future rokno hor kaham,code-mix,English-Kokborok
bo khasi dialect sa fluently saimano,code-mix,English-Kokborok
meeting orange garden visit tei lunch,code-mix,English-Kokborok
free lunch da dara,code-mix,English-Kokborok
norok ni project idea saimana ni muchung sukgwi tongkha ang,code-mix,English-Kokborok
spedifically students tai unemployed rokni bagwi,code-mix,English-Kokborok
off course free ta wanadi about that,code-mix,English-Kokborok
jotono arrange khlaijak jotono free of course,code-mix,English-Kokborok
tabuk bo decision ong mangya kho,code-mix,English-Kokborok
ja tabuk announce khai tongnai ani brother sa,code-mix,English-Kokborok
ja tabuk announce khlaiwi tongnai ani cousin,code-mix,English-Kokborok
ja tabuk announcement khaiwi tongnai ani cousin brother,code-mix,English-Kokborok
announcement ani cousin khlainai pho,code-mix,English-Kokborok
announcement ani cousin brother khainai pho,code-mix,English-Kokborok
kok tripura ni youtube o upload wngkha sa saimansinai,code-mix,English-Kokborok
ao right no tongo,code-mix,English-Kokborok
admin ya ble block o sa,code-mix,English-Kokborok
khulaina nango arrange khaikhe chanai,code-mix,English-Kokborok
announcement da khlaijak kha tini,code-mix,English-Kokborok
what is the announcement tamo ni,code-mix,English-Kokborok
kaitorni mwng tai bo lobjaktho praise the lord,code-mix,English-Kokborok
maximum limit ongthang kha tai add khaimang liya,code-mix,English-Kokborok
wow nice tale taiwaisa ongphe kha,code-mix,English-Kokborok
sido boi se rohoro ang no i have no any idea,code-mix,English-Kokborok
omo hai bwrei rokno lession renani nango,code-mix,English-Kokborok
jora sok phai kha tabuk we should start thinking of it,code-mix,English-Kokborok
borokni area hingkhe we cannot do anything,code-mix,English-Kokborok
sorry ang phaimanliya hospital duty ni bagwi,code-mix,English-Kokborok
tomorrow morning jotono ready ongpai di,code-mix,English-Kokborok
hambai nini kaham hospitaily remani bagwi,code-mix,English-Kokborok
actually it is sikla pun,code-mix,English-Kokborok
abo ba dhanika ni brother se wngkhwna ble,code-mix,English-Kokborok
norok joto ni bagwi except brother josh,code-mix,English-Kokborok
narkardi brother ani kaisa bussiness seminar tongmani,code-mix,English-Kokborok
teikisa swkang bororokno except khlaiwi tongmani but borok ani bwkha subaikha tini,code-mix,English-Kokborok
norok artificial flowers da tetong,code-mix,English-Kokborok
bag bazaar ni lasnei,code-mix,English-Kokborok
ani jubilee ni dress,code-mix,English-Kokborok
nini jubilee ni dress sa bo,code-mix,English-Kokborok
ang kha jubilee ni dress naya kho,code-mix,English-Kokborok
please  kindly follow chini rule and regulation,code-mix,English-Kokborok
state level ni tring ong nai chini para,code-mix,English-Kokborok
state level  tring ongnai pho this year,code-mix,English-Kokborok
omo hai keboni photo group o share takhlaidi,code-mix,English-Kokborok
abnoni bagwi nono request khlaijak o,code-mix,English-Kokborok
group ni raida rokno jottono maintain khlainani chaitoklaiwano,code-mix,English-Kokborok
thurr bisi comments khlaijak kha,code-mix,English-Kokborok
rural area o benefit wngkha belai kheno chanai,code-mix,English-Kokborok
education twi kebo problem solving idea da tong,code-mix,English-Kokborok
but share khaliya next time,code-mix,English-Kokborok
moon light and dark night paa maar ongkha,code-mix,English-Kokborok
ano agartala o tongnai rok sao,code-mix,English-Kokborok
dukan sini kha which is near by my house,code-mix,English-Kokborok
dada bo dukan wngkha abo,code-mix,English-Kokborok
tabuk sabo bwswk contribution khulainai abo kisa sina muchung o,code-mix,English-Kokborok
keboni mwngsa objection tongkhe kok salaiwi mano,code-mix,English-Kokborok
salary amount kotor wngnani nangya,code-mix,English-Kokborok
wait khai de ang bo kisa le rwnai tabuk ni condition  o,code-mix,English-Kokborok
takhuk rok bukhuk rok video news clipping no twoi kisa deeply wnagswkgwi naidi,code-mix,English-Kokborok
sikhok no case rwkha hingkha tamo ongnai,code-mix,English-Kokborok
